utt_id,singer_id,technique,group,text,hypothesis,wer,per,wer_sub,wer_del,wer_ins,wer_n_ref
EN-Alto-2__mixed_falsetto__technique__God_is_A_Girl__0004,EN-Alto-2,mixed_falsetto,technique,god is a girl wherever you are do you believe it,godd is a girl wherever you are do you believe it,0.09090909090909091,0.0,1,0,0,11
EN-Alto-2__mixed_falsetto__technique__God_is_A_Girl__0005,EN-Alto-2,mixed_falsetto,technique,can you receive it god is a girl whatever you say do you believe it,can you receive that gudis ah girl whatever you see do you believe that,0.4,0.21428571428571427,5,1,0,15
EN-Alto-2__mixed_falsetto__technique__God_is_A_Girl__0006,EN-Alto-2,mixed_falsetto,technique,can you receive it god is a girl however you live do you believe it,can't you receive er guddy's a girl however you leave do you believe it,0.3333333333333333,0.16666666666666666,4,1,0,15
EN-Alto-2__mixed_falsetto__technique__God_is_A_Girl__0007,EN-Alto-2,mixed_falsetto,technique,can you receive it god is a girl shes only a girl do you believe it can you receive it,can ye receive hat gad is a girl she's only a girl do you believe it can ye receive tet,0.25,0.12727272727272726,5,0,0,20
EN-Alto-2__mixed_falsetto__speech__God_is_A_Girl__0000,EN-Alto-2,mixed_falsetto,speech,remembering me discover and see,remember remi discaver and sea,0.8,0.17391304347826086,4,0,0,5
EN-Alto-2__mixed_falsetto__speech__God_is_A_Girl__0001,EN-Alto-2,mixed_falsetto,speech,all over the world shes known as a girl,all over the word she is known as a girl,0.3333333333333333,0.17391304347826086,2,0,1,9
EN-Alto-2__mixed_falsetto__speech__God_is_A_Girl__0002,EN-Alto-2,mixed_falsetto,speech,to those who are free the mind shall be key,to those who are free the might shall be key,0.1,0.08,1,0,0,10
EN-Alto-2__mixed_falsetto__speech__God_is_A_Girl__0003,EN-Alto-2,mixed_falsetto,speech,forgotten as the pastcause history will last,forgotten as s ta past cause history will lest,0.7142857142857143,0.22580645161290322,3,0,2,7
EN-Alto-2__mixed_falsetto__speech__God_is_A_Girl__0004,EN-Alto-2,mixed_falsetto,speech,god is a girl wherever you are do you believe it,god is a girl wherever you are do you believe it,0.0,0.0,0,0,0,11
EN-Alto-2__mixed_falsetto__speech__God_is_A_Girl__0005,EN-Alto-2,mixed_falsetto,speech,can you receive it god is a girl whatever you say do you believe it,can you receive it god is a girl whatever you see do you believe it,0.06666666666666667,0.023809523809523808,1,0,0,15
EN-Alto-2__mixed_falsetto__speech__God_is_A_Girl__0006,EN-Alto-2,mixed_falsetto,speech,can you receive it god is a girl however you live do you believe it,can you receive it goddy is a girl however you leave do you believe it,0.13333333333333333,0.047619047619047616,2,0,0,15
EN-Alto-2__mixed_falsetto__speech__God_is_A_Girl__0007,EN-Alto-2,mixed_falsetto,speech,can you receive it god is a girl shes only a girl do you believe it can you receive it,can you receive it god is a girl she's only a girl do you believe it can you receive it,0.0,0.0,0,0,0,20
EN-Alto-2__mixed_falsetto__control__Hello__0000,EN-Alto-2,mixed_falsetto,control,hello its me,hello it's me,0.0,0.0,0,0,0,3
EN-Alto-2__mixed_falsetto__control__Hello__0001,EN-Alto-2,mixed_falsetto,control,i was wondering if after all these years youd like to meet to go over,i was wanderin if after all thes years you like to me to go over,0.26666666666666666,0.13636363636363635,4,0,0,15
EN-Alto-2__mixed_falsetto__control__Hello__0002,EN-Alto-2,mixed_falsetto,control,everything they say that times supposed to heal ya but i aint done much healing,every siing they say the times to pose to heal ye but iin dong much heaaty,0.6666666666666666,0.3877551020408163,7,1,2,15
EN-Alto-2__mixed_falsetto__control__Hello__0003,EN-Alto-2,mixed_falsetto,control,hello can you hear me im in california dreaming about who we used to be,hello can yo hear me i min calafo an yo dream min a about who we used to be,0.6,0.24,5,0,4,15
EN-Alto-2__mixed_falsetto__control__Hello__0004,EN-Alto-2,mixed_falsetto,control,when we were younger and free ive forgotten how it felt before the world fell at our feet theres such a difference,when we were younger an free i've forget 'n how we felt before te worfeh left our fees is such shuddy friends,0.5454545454545454,0.3380281690140845,10,1,1,22
EN-Alto-2__mixed_falsetto__control__Hello__0005,EN-Alto-2,mixed_falsetto,control,between us and a million miles,pitriingas an der me lier moow,1.0,0.6363636363636364,6,0,0,6
EN-Alto-2__mixed_falsetto__control__Hello__0006,EN-Alto-2,mixed_falsetto,control,hello from the other side,hallo from the yadar sai,0.6,0.5,3,0,0,5
EN-Alto-2__mixed_falsetto__control__Hello__0007,EN-Alto-2,mixed_falsetto,control,i mustve called a thousand times to tell you im sorry,i masta cald a saldans to tel you sare,0.6363636363636364,0.42857142857142855,5,2,0,11
EN-Alto-2__mixed_falsetto__control__Hello__0008,EN-Alto-2,mixed_falsetto,control,for everything that ive done but when i call you never seem to be home,oever seein that i've done but wher not go you neever seem to be ho,0.4666666666666667,0.36363636363636365,7,0,0,15
EN-Alto-2__mixed_falsetto__control__Hello__0009,EN-Alto-2,mixed_falsetto,control,hello from the outside at least i can say that ive tried,hallowe from thee au sa at least i can say that abtra,0.5,0.3055555555555556,4,1,1,12
EN-Alto-2__mixed_falsetto__control__Hello__0010,EN-Alto-2,mixed_falsetto,control,to tell you im sorry for breaking your heart but it dont matter it clearly,to tell you hasa ray for breakin yo har but ait o mad ar he clearly,0.6666666666666666,0.38,9,0,1,15
EN-Alto-2__mixed_falsetto__control__Hello__0011,EN-Alto-2,mixed_falsetto,control,doesnt tear you apart anymore,osn't tere you of our enimo,1.0,0.5909090909090909,4,0,1,5
EN-Alto-2__mixed_falsetto__technique__Hello__0000,EN-Alto-2,mixed_falsetto,technique,hello its me,hello hiss me,0.3333333333333333,0.2222222222222222,1,0,0,3
EN-Alto-2__mixed_falsetto__technique__Hello__0001,EN-Alto-2,mixed_falsetto,technique,i was wondering if after all these years youd like to meet to go over,i was wone the rin if after all this years yo like to me to go over,0.4,0.25,4,0,2,15
EN-Alto-2__mixed_falsetto__technique__Hello__0002,EN-Alto-2,mixed_falsetto,technique,everything they say that times supposed to heal ya but i aint done much healing,every scene they say tha times sopposed to helia but i'm down much healy,0.6666666666666666,0.30612244897959184,7,2,1,15
EN-Alto-2__mixed_falsetto__technique__Hello__0003,EN-Alto-2,mixed_falsetto,technique,hello can you hear me im in california dreaming about who we used to be,hello kin yo hear me hambing caliphorn yo dream mi na bout who we used to be,0.6,0.26,7,0,2,15
EN-Alto-2__mixed_falsetto__technique__Hello__0004,EN-Alto-2,mixed_falsetto,technique,when we were younger and free ive forgotten how it felt before the world fell at our feet theres such a difference,when we were younger an free i forget an how we fout before to werfar lep ralp phes ar such hurdy friends,0.6818181818181818,0.43661971830985913,13,1,1,22
EN-Alto-2__mixed_falsetto__technique__Hello__0005,EN-Alto-2,mixed_falsetto,technique,between us and a million miles,pitn nos and a mady  mo,0.6666666666666666,0.5909090909090909,4,0,0,6
EN-Alto-2__mixed_falsetto__technique__Hello__0006,EN-Alto-2,mixed_falsetto,technique,hello from the other side,hallo from the outer s,0.6,0.4375,3,0,0,5
EN-Alto-2__mixed_falsetto__technique__Hello__0007,EN-Alto-2,mixed_falsetto,technique,i mustve called a thousand times to tell you im sorry,i mastar cadar sadan ta to tilo hap saray,0.8181818181818182,0.6285714285714286,7,2,0,11
EN-Alto-2__mixed_falsetto__technique__Hello__0008,EN-Alto-2,mixed_falsetto,technique,for everything that ive done but when i call you never seem to be home,erve same tat i've dome but when a o do never same sopy ho,0.7333333333333333,0.5227272727272727,10,1,0,15
EN-Alto-2__mixed_falsetto__technique__Hello__0009,EN-Alto-2,mixed_falsetto,technique,hello from the outside at least i can say that ive tried,hallo froms a h stra hanly sty can say tar dop tra,0.8333333333333334,0.5555555555555556,10,0,0,12
EN-Alto-2__mixed_falsetto__technique__Hello__0010,EN-Alto-2,mixed_falsetto,technique,to tell you im sorry for breaking your heart but it dont matter it clearly,tell yo ha saray fo breky yo har budy do ed ar e clearly,0.8666666666666667,0.58,12,1,0,15
EN-Alto-2__mixed_falsetto__technique__Hello__0011,EN-Alto-2,mixed_falsetto,technique,doesnt tear you apart anymore,s tar you up ar enny mon,1.2,0.5,4,0,2,5
EN-Alto-2__mixed_falsetto__technique__Hello__0000,EN-Alto-2,mixed_falsetto,technique,hello its me,hello it's me,0.0,0.0,0,0,0,3
EN-Alto-2__mixed_falsetto__technique__Hello__0001,EN-Alto-2,mixed_falsetto,technique,i was wondering if after all these years youd like to meet to go over,i was wandering if efter all these years to like to me to go over,0.26666666666666666,0.13636363636363635,4,0,0,15
EN-Alto-2__mixed_falsetto__technique__Hello__0002,EN-Alto-2,mixed_falsetto,technique,everything they say that times supposed to heal ya but i aint done much healing,every thing they say tha i'me supposed to heal ye but i'm done much heathy,0.5333333333333333,0.30612244897959184,6,1,1,15
EN-Alto-2__mixed_falsetto__technique__Hello__0003,EN-Alto-2,mixed_falsetto,technique,hello can you hear me im in california dreaming about who we used to be,helloo can yo hear me hamming gaal a forn ye dreaming te about who we used to be,0.5333333333333333,0.22,5,0,3,15
EN-Alto-2__mixed_falsetto__technique__Hello__0004,EN-Alto-2,mixed_falsetto,technique,when we were younger and free ive forgotten how it felt before the world fell at our feet theres such a difference,when we were younger an free i forgot some how it fell before the wurfill left our fees ir such shurdy friends,0.5454545454545454,0.36619718309859156,10,1,1,22
EN-Alto-2__mixed_falsetto__technique__Hello__0005,EN-Alto-2,mixed_falsetto,technique,between us and a million miles,pitriinga and e mariem moow,0.8333333333333334,0.5909090909090909,4,1,0,6
EN-Alto-2__mixed_falsetto__technique__Hello__0006,EN-Alto-2,mixed_falsetto,technique,hello from the other side,hello phronsie ther sa,0.8,0.5625,3,1,0,5
EN-Alto-2__mixed_falsetto__technique__Hello__0007,EN-Alto-2,mixed_falsetto,technique,i mustve called a thousand times to tell you im sorry,a mastar goda soutan sa to tell you hsa aray,0.7272727272727273,0.5428571428571428,7,1,0,11
EN-Alto-2__mixed_falsetto__technique__Hello__0008,EN-Alto-2,mixed_falsetto,technique,for everything that ive done but when i call you never seem to be home,for ever seein that i've done but when i got you never seem to be ho,0.26666666666666666,0.20454545454545456,3,0,1,15
EN-Alto-2__mixed_falsetto__technique__Hello__0009,EN-Alto-2,mixed_falsetto,technique,hello from the outside at least i can say that ive tried,hallo from thee au sa at least i care say that i've tra,0.5,0.3055555555555556,5,0,1,12
EN-Alto-2__mixed_falsetto__technique__Hello__0010,EN-Alto-2,mixed_falsetto,technique,to tell you im sorry for breaking your heart but it dont matter it clearly,to tell you a sa ray for breakin you har but it's all maddar her clearly,0.6666666666666666,0.3,9,0,1,15
EN-Alto-2__mixed_falsetto__technique__Hello__0011,EN-Alto-2,mixed_falsetto,technique,doesnt tear you apart anymore,dosn ter you hubbar an ne mor,1.2,0.5454545454545454,4,0,2,5
EN-Alto-2__mixed_falsetto__speech__Hello__0000,EN-Alto-2,mixed_falsetto,speech,hello its me,hello it's me,0.0,0.0,0,0,0,3
EN-Alto-2__mixed_falsetto__speech__Hello__0001,EN-Alto-2,mixed_falsetto,speech,i was wondering if after all these years youd like to meet to go over,i was wondering if after all these years you'd like to meet to go over,0.0,0.0,0,0,0,15
EN-Alto-2__mixed_falsetto__speech__Hello__0002,EN-Alto-2,mixed_falsetto,speech,everything they say that times supposed to heal ya but i aint done much healing,every sing they say that time isposed to helia but i indumb much heling,0.6,0.20408163265306123,6,2,1,15
EN-Alto-2__mixed_falsetto__speech__Hello__0003,EN-Alto-2,mixed_falsetto,speech,hello can you hear me im in california dreaming about who we used to be,hello can you hear me i'm in canifornia dreaming about who we used to be,0.06666666666666667,0.1,1,0,0,15
EN-Alto-2__mixed_falsetto__speech__Hello__0004,EN-Alto-2,mixed_falsetto,speech,when we were younger and free ive forgotten how it felt before the world fell at our feet theres such a difference,when we were younger and free i've forgotten how it felt before the word fell off our feet there's such a difference,0.09090909090909091,0.04225352112676056,2,0,0,22
EN-Alto-2__mixed_falsetto__speech__Hello__0005,EN-Alto-2,mixed_falsetto,speech,between us and a million miles,between us and a million mouse,0.16666666666666666,0.13636363636363635,1,0,0,6
EN-Alto-2__mixed_falsetto__speech__Hello__0006,EN-Alto-2,mixed_falsetto,speech,hello from the other side,hello from the other side,0.0,0.0,0,0,0,5
EN-Alto-2__mixed_falsetto__speech__Hello__0007,EN-Alto-2,mixed_falsetto,speech,i mustve called a thousand times to tell you im sorry,i must cote a thousand times to tell you aam sorry,0.2727272727272727,0.17142857142857143,3,0,0,11
EN-Alto-2__mixed_falsetto__speech__Hello__0008,EN-Alto-2,mixed_falsetto,speech,for everything that ive done but when i call you never seem to be home,for every sen that i've done but when i call you never seen to be home,0.2,0.11363636363636363,2,0,1,15
EN-Alto-2__mixed_falsetto__speech__Hello__0009,EN-Alto-2,mixed_falsetto,speech,hello from the outside at least i can say that ive tried,hell of from the outside at least i can see that i've tried,0.25,0.1111111111111111,2,0,1,12
EN-Alto-2__mixed_falsetto__speech__Hello__0010,EN-Alto-2,mixed_falsetto,speech,to tell you im sorry for breaking your heart but it dont matter it clearly,to tell you i'm sorry for breaking your heart but it don't matter it clearly,0.0,0.0,0,0,0,15
EN-Alto-2__mixed_falsetto__speech__Hello__0011,EN-Alto-2,mixed_falsetto,speech,doesnt tear you apart anymore,doesn't a tear you apart any more,0.6,0.09090909090909091,1,0,2,5
EN-Alto-2__mixed_falsetto__control__Hey_Jude__0000,EN-Alto-2,mixed_falsetto,control,hey jude dont make it bad,hay jud don't make it bad,0.3333333333333333,0.058823529411764705,2,0,0,6
EN-Alto-2__mixed_falsetto__control__Hey_Jude__0001,EN-Alto-2,mixed_falsetto,control,take a sad song and make it better,take a sas al and make it better,0.25,0.13636363636363635,2,0,0,8
EN-Alto-2__mixed_falsetto__control__Hey_Jude__0002,EN-Alto-2,mixed_falsetto,control,remember to let her into your heart then you can start,remember to let her into you heart then you cant start,0.18181818181818182,0.07894736842105263,2,0,0,11
EN-Alto-2__mixed_falsetto__control__Hey_Jude__0003,EN-Alto-2,mixed_falsetto,control,to make it better hey jude,too makeait in badte hay tew,1.0,0.5625,6,0,0,6
EN-Alto-2__mixed_falsetto__control__Hey_Jude__0004,EN-Alto-2,mixed_falsetto,control,dont be afraid you were made to go out and get her,don't be afraid you or may too go out an get her,0.3333333333333333,0.15625,4,0,0,12
EN-Alto-2__mixed_falsetto__control__Hey_Jude__0005,EN-Alto-2,mixed_falsetto,control,the minute you let her under your skin then you begin to make it better,the minnit you'll lat her on der yo skan then you'll be gan to make a bette,0.8,0.30434782608695654,10,0,2,15
EN-Alto-2__mixed_falsetto__control__Hey_Jude__0006,EN-Alto-2,mixed_falsetto,control,and anytime you feel the pain hey jude refrain,any time you feels a pane ha dre ripran,0.8888888888888888,0.4,8,0,0,9
EN-Alto-2__mixed_falsetto__control__Hey_Jude__0007,EN-Alto-2,mixed_falsetto,control,dont carry the world upon your shoulders,don't care res over up on you shoders,1.0,0.4444444444444444,6,0,1,7
EN-Alto-2__mixed_falsetto__control__Hey_Jude__0008,EN-Alto-2,mixed_falsetto,control,for well you know that its a fool who plays it cool,for well you know they're latto foo who plays tat coo,0.5,0.3548387096774194,5,1,0,12
EN-Alto-2__mixed_falsetto__control__Hey_Jude__0009,EN-Alto-2,mixed_falsetto,control,by making his world a little colder,by make in has wor hal tay do co de,1.2857142857142858,0.48,6,0,3,7
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0000,EN-Alto-2,mixed_falsetto,technique,hey jude dont make it bad,he jud dont make it biik,0.5,0.23529411764705882,3,0,0,6
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0001,EN-Alto-2,mixed_falsetto,technique,take a sad song and make it better,taker sar so cepepe,1.0,0.7727272727272727,4,4,0,8
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0002,EN-Alto-2,mixed_falsetto,technique,remember to let her into your heart then you can start,remembar to nto yo hart then you kin start,0.6363636363636364,0.39473684210526316,5,2,0,11
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0003,EN-Alto-2,mixed_falsetto,technique,to make it better hey jude,to make a better he jew,0.5,0.25,3,0,0,6
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0004,EN-Alto-2,mixed_falsetto,technique,dont be afraid you were made to go out and get her,doan't be afrayy you war may too go ou an ga he,0.75,0.4375,9,0,0,12
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0005,EN-Alto-2,mixed_falsetto,technique,the minute you let her under your skin then you begin to make it better,the minit yo a aranyo skn then you be gan to makega beter,0.8,0.41304347826086957,8,3,1,15
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0006,EN-Alto-2,mixed_falsetto,technique,and anytime you feel the pain hey jude refrain,in tany time yo'll fals a par hedro ifry,1.0,0.5666666666666667,9,0,0,9
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0007,EN-Alto-2,mixed_falsetto,technique,dont carry the world upon your shoulders,crid over up  your shorta,0.8571428571428571,0.7407407407407407,4,2,0,7
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0008,EN-Alto-2,mixed_falsetto,technique,for well you know that its a fool who plays it cool,fo w  mos a  to foo who pla ecc,0.9166666666666666,0.6774193548387096,8,3,0,12
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0009,EN-Alto-2,mixed_falsetto,technique,by making his world a little colder,k in hes wo t o cote,1.0,0.68,7,0,0,7
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0000,EN-Alto-2,mixed_falsetto,technique,hey jude dont make it bad,hey trud don make it bar,0.5,0.35294117647058826,3,0,0,6
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0001,EN-Alto-2,mixed_falsetto,technique,take a sad song and make it better,take a sar song and make it better,0.125,0.09090909090909091,1,0,0,8
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0002,EN-Alto-2,mixed_falsetto,technique,remember to let her into your heart then you can start,remember to let her into your heart then you can staar,0.09090909090909091,0.02631578947368421,1,0,0,11
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0003,EN-Alto-2,mixed_falsetto,technique,to make it better hey jude,to make a bedte he tru,0.6666666666666666,0.5,4,0,0,6
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0004,EN-Alto-2,mixed_falsetto,technique,dont be afraid you were made to go out and get her,don't be afra you wor maid too go ou and get her,0.4166666666666667,0.21875,5,0,0,12
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0005,EN-Alto-2,mixed_falsetto,technique,the minute you let her under your skin then you begin to make it better,sa minit youl let her onder you skin then you'll begin to maka bette,0.6,0.2608695652173913,8,1,0,15
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0006,EN-Alto-2,mixed_falsetto,technique,and anytime you feel the pain hey jude refrain,and any time you feels a pan hadre refrain,0.7777777777777778,0.23333333333333334,5,1,1,9
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0007,EN-Alto-2,mixed_falsetto,technique,dont carry the world upon your shoulders,ton car res overr har paan your show des,1.1428571428571428,0.6296296296296297,6,0,2,7
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0008,EN-Alto-2,mixed_falsetto,technique,for well you know that its a fool who plays it cool,for where you know then nates of foo who play they coo,0.6666666666666666,0.3870967741935484,8,0,0,12
EN-Alto-2__mixed_falsetto__technique__Hey_Jude__0009,EN-Alto-2,mixed_falsetto,technique,by making his world a little colder,i may kin he's worr so theyy do colder,1.1428571428571428,0.48,6,0,2,7
EN-Alto-2__mixed_falsetto__speech__Hey_Jude__0000,EN-Alto-2,mixed_falsetto,speech,hey jude dont make it bad,hey drud don make it bad,0.3333333333333333,0.23529411764705882,2,0,0,6
EN-Alto-2__mixed_falsetto__speech__Hey_Jude__0001,EN-Alto-2,mixed_falsetto,speech,take a sad song and make it better,take a ser son and make it better,0.25,0.18181818181818182,2,0,0,8
EN-Alto-2__mixed_falsetto__speech__Hey_Jude__0002,EN-Alto-2,mixed_falsetto,speech,remember to let her into your heart then you can start,remember to let her into your heart then you can start,0.0,0.0,0,0,0,11
EN-Alto-2__mixed_falsetto__speech__Hey_Jude__0003,EN-Alto-2,mixed_falsetto,speech,to make it better hey jude,to make it better haydrewed,0.3333333333333333,0.1875,1,1,0,6
EN-Alto-2__mixed_falsetto__speech__Hey_Jude__0004,EN-Alto-2,mixed_falsetto,speech,dont be afraid you were made to go out and get her,don't be afraid you'e a maid to go out and get her,0.25,0.0625,3,0,0,12
EN-Alto-2__mixed_falsetto__speech__Hey_Jude__0005,EN-Alto-2,mixed_falsetto,speech,the minute you let her under your skin then you begin to make it better,the minute you let her under your skin then you begin to make it better,0.0,0.0,0,0,0,15
EN-Alto-2__mixed_falsetto__speech__Hey_Jude__0006,EN-Alto-2,mixed_falsetto,speech,and anytime you feel the pain hey jude refrain,cause all of me loves all of you love,1.0,0.8666666666666667,9,0,0,9
EN-Alto-2__mixed_falsetto__speech__Hey_Jude__0007,EN-Alto-2,mixed_falsetto,speech,dont carry the world upon your shoulders,your curves and all your ages,0.8571428571428571,0.7407407407407407,5,1,0,7
EN-Alto-2__mixed_falsetto__speech__Hey_Jude__0008,EN-Alto-2,mixed_falsetto,speech,for well you know that its a fool who plays it cool,or your perfect imperfections give your all to me i'll give my all to you your,1.3333333333333333,1.3548387096774193,12,0,4,12
EN-Alto-2__mixed_falsetto__speech__Hey_Jude__0009,EN-Alto-2,mixed_falsetto,speech,by making his world a little colder,here my end and my beginning even when i loose am winning,1.7142857142857142,1.32,7,0,5,7
EN-Alto-2__mixed_falsetto__control__Lemon_Tree__0000,EN-Alto-2,mixed_falsetto,control,im sitting here in the boring room its just another rainy sunday afternoon,i'm sitting hearing the borring ro it's just another rain sunnay afternoon,0.46153846153846156,0.12,5,1,0,13
EN-Alto-2__mixed_falsetto__control__Lemon_Tree__0001,EN-Alto-2,mixed_falsetto,control,im wasting my time i got nothing to do im hanging around im waiting for you but nothing ever happens,a'm wastin my time my gun nusin to do a'm hanging around nam waitin for you badnessin ever happens,0.5,0.2878787878787879,9,1,0,20
EN-Alto-2__mixed_falsetto__control__Lemon_Tree__0002,EN-Alto-2,mixed_falsetto,control,and i wonder im driving around in my car im driving too fast im driving too far,and tha wander am driving i roun in my car am driving too fast i'm driving too far,0.35294117647058826,0.14545454545454545,5,0,1,17
EN-Alto-2__mixed_falsetto__control__Lemon_Tree__0003,EN-Alto-2,mixed_falsetto,control,id like to change my point of view i feel so lonely im waiting for you but nothing ever happens and i wonder,i like to change my palm into i feel so lonely i'm waiting for you but nosing ever happens and i wander,0.2608695652173913,0.16901408450704225,5,1,0,23
EN-Alto-2__mixed_falsetto__control__Lemon_Tree__0004,EN-Alto-2,mixed_falsetto,control,i wonder how i wonder why yesterday you told me about the blue blue sky and all that i can see,i wonder how i wonder why yesterday you'd tell me about the blue blue sky an oh that i can see,0.19047619047619047,0.13333333333333333,4,0,0,21
EN-Alto-2__mixed_falsetto__control__Lemon_Tree__0005,EN-Alto-2,mixed_falsetto,control,is just a yellow lemon tree im turning my head up and down,a just a yellow lambong tree am turning my head i bend down,0.38461538461538464,0.2564102564102564,5,0,0,13
EN-Alto-2__mixed_falsetto__control__Lemon_Tree__0006,EN-Alto-2,mixed_falsetto,control,im turning turning turning turning turning around and all that i can see is just a yellow lemon tree,am turning turning turning turning turning around and o that i can see it just a yellow lamon tree,0.21052631578947367,0.09375,4,0,0,19
EN-Alto-2__mixed_falsetto__technique__Lemon_Tree__0000,EN-Alto-2,mixed_falsetto,technique,im sitting here in the boring room its just another rainy sunday afternoon,am sat in her in a borwing roo a just another rainy sunday afternoon,0.6153846153846154,0.22,7,0,1,13
EN-Alto-2__mixed_falsetto__technique__Lemon_Tree__0001,EN-Alto-2,mixed_falsetto,technique,im wasting my time i got nothing to do im hanging around im waiting for you but nothing ever happens,m wasting my time my gam nothing to do am hanging yer round nam waiting for you but nothing ever happens,0.35,0.15151515151515152,6,0,1,20
EN-Alto-2__mixed_falsetto__technique__Lemon_Tree__0002,EN-Alto-2,mixed_falsetto,technique,and i wonder im driving around in my car im driving too fast im driving too far,and i wander am driving around in my car am driving to fair styme and driving too far,0.4117647058823529,0.16363636363636364,6,0,1,17
EN-Alto-2__mixed_falsetto__technique__Lemon_Tree__0003,EN-Alto-2,mixed_falsetto,technique,id like to change my point of view i feel so lonely im waiting for you but nothing ever happens and i wonder,like to change my parvin du i feel so lonely i'm waiting for you bad nass never happens and no wonder,0.34782608695652173,0.23943661971830985,6,2,0,23
EN-Alto-2__mixed_falsetto__technique__Lemon_Tree__0004,EN-Alto-2,mixed_falsetto,technique,i wonder how i wonder why yesterday you told me about the blue blue sky and all that i can see,i wonder how i wonder why yesterday yol tell me bout the blue blue sky an lo that i can see,0.23809523809523808,0.15,5,0,0,21
EN-Alto-2__mixed_falsetto__technique__Lemon_Tree__0005,EN-Alto-2,mixed_falsetto,technique,is just a yellow lemon tree im turning my head up and down,it just a yellow lamb on tree im turnin my head up in down,0.38461538461538464,0.15384615384615385,4,0,1,13
EN-Alto-2__mixed_falsetto__technique__Lemon_Tree__0006,EN-Alto-2,mixed_falsetto,technique,im turning turning turning turning turning around and all that i can see is just a yellow lemon tree,turn in turn in turn in turn in turnin hurra an ta at i can see a just a yellow lemmon tree,0.7894736842105263,0.28125,12,0,3,19
EN-Alto-2__mixed_falsetto__technique__Lemon_Tree__0000,EN-Alto-2,mixed_falsetto,technique,im sitting here in the boring room its just another rainy sunday afternoon,i'm sittin here in the borring room it jast another rainy sunnay afternoon,0.38461538461538464,0.1,5,0,0,13
EN-Alto-2__mixed_falsetto__technique__Lemon_Tree__0001,EN-Alto-2,mixed_falsetto,technique,im wasting my time i got nothing to do im hanging around im waiting for you but nothing ever happens,m wasting my time my gum nawsing to do am hanging around nam waiting for you ah nasing never happens,0.45,0.22727272727272727,9,0,0,20
EN-Alto-2__mixed_falsetto__technique__Lemon_Tree__0002,EN-Alto-2,mixed_falsetto,technique,and i wonder im driving around in my car im driving too fast im driving too far,an thou wander am drivig around in my car am dryving too fast  iam n dryving too far,0.5882352941176471,0.2,9,0,1,17
EN-Alto-2__mixed_falsetto__technique__Lemon_Tree__0003,EN-Alto-2,mixed_falsetto,technique,id like to change my point of view i feel so lonely im waiting for you but nothing ever happens and i wonder,like to change mmy point with you i fail so lonely iam waiting for you madnas never happens and ni wonder,0.43478260869565216,0.2535211267605634,8,2,0,23
EN-Alto-2__mixed_falsetto__technique__Lemon_Tree__0004,EN-Alto-2,mixed_falsetto,technique,i wonder how i wonder why yesterday you told me about the blue blue sky and all that i can see,i wonder how i wonder why yesterday you tell me about the blue blue sky and oh that i can see,0.09523809523809523,0.06666666666666667,2,0,0,21
EN-Alto-2__mixed_falsetto__technique__Lemon_Tree__0005,EN-Alto-2,mixed_falsetto,technique,is just a yellow lemon tree im turning my head up and down,it just a yellow lammun tree and turning my hen ap in down,0.46153846153846156,0.23076923076923078,6,0,0,13
EN-Alto-2__mixed_falsetto__technique__Lemon_Tree__0006,EN-Alto-2,mixed_falsetto,technique,im turning turning turning turning turning around and all that i can see is just a yellow lemon tree,'m turn in turn in turn in turn in turning a wrong and lo that i can see its just a yellow lammon tree,0.7368421052631579,0.21875,9,0,5,19
EN-Alto-2__mixed_falsetto__speech__Lemon_Tree__0000,EN-Alto-2,mixed_falsetto,speech,im sitting here in the boring room its just another rainy sunday afternoon,i'm sinting here in e borring room it's just a nazher reny sunday afternoon,0.46153846153846156,0.12,5,0,1,13
EN-Alto-2__mixed_falsetto__speech__Lemon_Tree__0001,EN-Alto-2,mixed_falsetto,speech,im wasting my time i got nothing to do im hanging around im waiting for you but nothing ever happens,i'm wasting my time i got nothing to do i'm hanging around and waiting for you but nothing ever happens,0.05,0.045454545454545456,1,0,0,20
EN-Alto-2__mixed_falsetto__speech__Lemon_Tree__0002,EN-Alto-2,mixed_falsetto,speech,and i wonder im driving around in my car im driving too fast im driving too far,and i wander am driving around in my car am driving too fast am driving too far,0.23529411764705882,0.07272727272727272,4,0,0,17
